1602,Vendido,5,QW-3,Totto,Bulto unisex,Bulto,18000.0
402,Vendido,3,FR-8,Lacoste,Blusa polo para mujer,Blusa,15000.0
201,Vendido,2,JY-2,Nike,Pantalon de playa para hombre,Pantalon,12000.0
3401,Vendido,9,KU-5,Element,Tabla de patineta,Skateboard,15000.0
203,Vendido,2,JY-2,Nike,Pantalon de playa para hombre,Pantalon,12000.0
5808,Vendido,12,RT-6,Cliche,Tabla de patineta,Skateboard,24500.0
3402,Vendido,9,KU-5,Element,Tabla de patineta,Skateboard,15000.0
6808,Vendido,17,FV-7,Blind,Tabla de patineta,Skateboard,49500.0
21601,Vendido,19,OW-5,Spitfire,Incluye las cuatro ruedas necesarias,Ruedas para Skate,29500.0
5406,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
1802,Vendido,6,SQ-6,Vans,Tenis para skater,Tenis,7000.0
3,Vendido,1,DR-7,Adidas,Camisa casual para hombre,Camisa,7000.0
6201,Vendido,14,NB-2,Primitive,Tabla de patineta,Skateboard,35000.0
21802,Vendido,20,BQ-4,Jigsaw,Máximo agarre para realizar cualquier truco sin desgastar tus zapatillas,Lija Skate,12000.0
1402,Vendido,4,LP-2,Shut,Tenis casuales para mujer,Tenis,5000.0
21803,Vendido,20,BQ-4,Jigsaw,Máximo agarre para realizar cualquier truco sin desgastar tus zapatillas,Lija Skate,12000.0
6002,Vendido,13,JA-1,Almost,Tabla de patineta,Skateboard,31000.0
21603,Vendido,19,OW-5,Spitfire,Incluye las cuatro ruedas necesarias,Ruedas para Skate,29500.0
5409,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
21609,Vendido,19,OW-5,Spitfire,Incluye las cuatro ruedas necesarias,Ruedas para Skate,29500.0
1414,Vendido,4,LP-2,Shut,Tenis casuales para mujer,Tenis,5000.0
1806,Vendido,6,SQ-6,Vans,Tenis para skater,Tenis,7000.0
3403,Vendido,9,KU-5,Element,Tabla de patineta,Skateboard,15000.0
4,Vendido,1,DR-7,Adidas,Camisa casual para hombre,Camisa,7000.0
6813,Vendido,17,FV-7,Blind,Tabla de patineta,Skateboard,49500.0
5411,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
6817,Vendido,17,FV-7,Blind,Tabla de patineta,Skateboard,49500.0
7,Vendido,1,DR-7,Adidas,Camisa casual para hombre,Camisa,7000.0
6003,Vendido,13,JA-1,Almost,Tabla de patineta,Skateboard,31000.0
6601,Vendido,16,ZX-3,Alien wokshop,Tabla de patineta,Skateboard,26750.0
6602,Vendido,16,ZX-3,Alien wokshop,Tabla de patineta,Skateboard,26750.0
5601,Vendido,11,TH-5,Toy machine,Tabla de patineta,Skateboard,23000.0
21610,Vendido,19,OW-5,Spitfire,Incluye las cuatro ruedas necesarias,Ruedas para Skate,29500.0
5419,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
5810,Vendido,12,RT-6,Cliche,Tabla de patineta,Skateboard,24500.0
1416,Vendido,4,LP-2,Shut,Tenis casuales para mujer,Tenis,5000.0
6004,Vendido,13,JA-1,Almost,Tabla de patineta,Skateboard,31000.0
404,Vendido,3,FR-8,Lacoste,Blusa polo para mujer,Blusa,15000.0
5423,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
6413,Vendido,15,XZ-9,Darkstar,Tabla de patineta,Skateboard,37000.0
6005,Vendido,13,JA-1,Almost,Tabla de patineta,Skateboard,31000.0
3204,Vendido,8,HT-9,Crocs,Chancletas de hule unisex,Chancletas,16000.0
21401,Vendido,18,LV-4,VENOM,Trucks de aluminio ultra ligero,Trucks para Skate,17500.0
3210,Vendido,8,HT-9,Crocs,Chancletas de hule unisex,Chancletas,16000.0
21406,Vendido,18,LV-4,VENOM,Trucks de aluminio ultra ligero,Trucks para Skate,17500.0
2001,Vendido,7,QC-8,Quicksilver,Sandalias de playa para hombre,Sandalias,13000.0
5818,Vendido,12,RT-6,Cliche,Tabla de patineta,Skateboard,24500.0
5603,Vendido,11,TH-5,Toy machine,Tabla de patineta,Skateboard,23000.0
6604,Vendido,16,ZX-3,Alien wokshop,Tabla de patineta,Skateboard,26750.0
2002,Vendido,7,QC-8,Quicksilver,Sandalias de playa para hombre,Sandalias,13000.0
6608,Vendido,16,ZX-3,Alien wokshop,Tabla de patineta,Skateboard,26750.0
5604,Vendido,11,TH-5,Toy machine,Tabla de patineta,Skateboard,23000.0
6204,Vendido,14,NB-2,Primitive,Tabla de patineta,Skateboard,35000.0
6009,Vendido,13,JA-1,Almost,Tabla de patineta,Skateboard,31000.0
5606,Vendido,11,TH-5,Toy machine,Tabla de patineta,Skateboard,23000.0
411,Vendido,3,FR-8,Lacoste,Blusa polo para mujer,Blusa,15000.0
6417,Vendido,15,XZ-9,Darkstar,Tabla de patineta,Skateboard,37000.0
6205,Vendido,14,NB-2,Primitive,Tabla de patineta,Skateboard,35000.0
21413,Vendido,18,LV-4,VENOM,Trucks de aluminio ultra ligero,Trucks para Skate,17500.0
5820,Vendido,12,RT-6,Cliche,Tabla de patineta,Skateboard,24500.0
21414,Vendido,18,LV-4,VENOM,Trucks de aluminio ultra ligero,Trucks para Skate,17500.0
21416,Vendido,18,LV-4,VENOM,Trucks de aluminio ultra ligero,Trucks para Skate,17500.0
21611,Vendido,19,OW-5,Spitfire,Incluye las cuatro ruedas necesarias,Ruedas para Skate,29500.0
6820,Vendido,17,FV-7,Blind,Tabla de patineta,Skateboard,49500.0
1605,Vendido,5,QW-3,Totto,Bulto unisex,Bulto,18000.0
1606,Vendido,5,QW-3,Totto,Bulto unisex,Bulto,18000.0
2003,Vendido,7,QC-8,Quicksilver,Sandalias de playa para hombre,Sandalias,13000.0
6207,Vendido,14,NB-2,Primitive,Tabla de patineta,Skateboard,35000.0
6418,Vendido,15,XZ-9,Darkstar,Tabla de patineta,Skateboard,37000.0
1607,Vendido,5,QW-3,Totto,Bulto unisex,Bulto,18000.0
5425,Vendido,10,PO-2,Plan B,Tabla de patineta,Skateboard,18000.0
6424,Vendido,15,XZ-9,Darkstar,Tabla de patineta,Skateboard,37000.0
1807,Vendido,6,SQ-6,Vans,Tenis para skater,Tenis,7000.0
208,Vendido,2,JY-2,Nike,Pantalon de playa para hombre,Pantalon,12000.0
21804,Vendido,20,BQ-4,Jigsaw,Máximo agarre para realizar cualquier truco sin desgastar tus zapatillas,Lija Skate,12000.0
21805,Vendido,20,BQ-4,Jigsaw,Máximo agarre para realizar cualquier truco sin desgastar tus zapatillas,Lija Skate,12000.0
1809,Vendido,6,SQ-6,Vans,Tenis para skater,Tenis,7000.0
8,Vendido,1,DR-7,Adidas,Camisa casual para hombre,Camisa,7000.0
209,Vendido,2,JY-2,Nike,Pantalon de playa para hombre,Pantalon,12000.0
6427,Vendido,15,XZ-9,Darkstar,Tabla de patineta,Skateboard,37000.0
3404,Vendido,9,KU-5,Element,Tabla de patineta,Skateboard,15000.0
3212,Vendido,8,HT-9,Crocs,Chancletas de hule unisex,Chancletas,16000.0
