135,6000
2422,5150
2006,7900
148,6700
1639,6000
1166,2375
3626,1475
3029,250
55,1100
3745,5650
3875,7450
440,8450
1722,5250
2003,900
2906,8400
1977,1800
721,1650
1459,1850
2250,1550
3720,1675
472,800
3539,875
3030,1875
2124,0
885,0
606,2487
1002,1987
2050,0
3616,5800
3510,1550
1159,0
3317,1150
463,0
2441,750
1109,0
76,1850
1127,600
470,0
1387,1750
1769,0
451,875
2377,0
1964,0
298,0
246,0
337,0
3786,0
3881,0
3465,0
756,0
704,0
995,1225
974,0
3388,0
3864,0
1229,875
1111,0
1757,0
3568,0
3969,0
3026,0
2799,0
2953,875
1472,0
3142,0
1382,0
159,0
1261,0
58,0
2349,0
2224,1475
1270,11050
747,650
1323,10800
3080,1850
849,2150
867,6300
648,750
1282,8750
3091,1225
3415,2400
520,6400
1569,9650
373,1975
319,2125
184,1150
894,1800
1853,2350
1476,1100
2714,8000
3430,1150
2314,1750
3685,8700
901,5200
9,800
1664,5200
3494,1550
475,7450
3619,1400
3915,1800
2116,600
54,1150
2808,1250
3843,6250
1270,11050
1071,14800
181,900
3559,9050
1071,14800
699,350
1239,1650
3640,6975
1698,250
2627,750
3718,9550
523,600
2281,5300
2487,10775
1936,15250
1196,800
1051,7450
2784,7100
2462,1850
1486,750
4006,8925
519,8075
3346,800
3151,8450
2556,9750
2061,1687
2099,1350
3856,8950
787,950
325,900
212,6000
1127,600
1091,1350
3710,600
1532,1150
3033,1550
67,350
931,8525
1886,9300
3051,6500
1329,12900
3140,7350
528,6900
315,1575
1708,6150
1326,7700
2470,11850
925,2400
2906,8400
3960,7100
2655,5750
681,1775
2316,2150
1374,6050
2582,900
3451,1400
2926,350
1569,9650
1753,2500
2838,900
1834,700
2220,1350
2930,8750
3685,8700
3427,2137
3648,7150
196,12600
1416,0
535,1587
1622,800
1547,5500
3472,5400
62,750
2245,2500
1918,7375
1881,1675
1419,6450
2803,1850
1747,1750
3880,1225
1744,2300
3781,9900
524,1475
1936,15250
2397,0
1013,2475
614,900
1665,0
2689,250
3331,2450
1341,0
1707,650
1500,0
2290,0
854,0
773,0
2819,0
3678,2475
641,0
3583,1850
706,0
143,0
3830,0
2828,2350
2642,0
1021,0
2354,0
3890,600
189,0
354,0
303,2475
2614,0
309,0
1482,0
3366,250
3652,0
2539,850
2708,2475
1696,0
2990,1000
1821,0
946,0
2442,1750
2421,0
1142,0
2952,0
1558,0
2656,0
3413,0
421,750
3406,0
3366,250
3595,0
1446,0
1428,750
2485,0
2307,0
2237,0
2988,0
2543,0
1285,0
991,750
2764,1750
2404,0
3704,0
2126,0
536,0
1356,0
2772,0
242,0
449,1750
417,0
1129,0
804,0
3411,0
870,0
1414,0
2623,0
3573,0
3711,0
183,0
3324,0
588,1750
1682,0
2788,0
201,0
