1548,8000
2179,1300
473,1550
1831,6800
1063,1475
2219,600
3722,2125
2819,2475
1993,2450
3444,1500
1552,2375
1220,750
875,0
2427,650
1419,12325
1392,250
940,8875
3,650
3103,1750
3513,5800
3073,0
3042,1337
1269,350
1836,0
624,0
1206,0
694,350
2985,0
3925,0
1605,0
1654,0
442,0
1302,1337
1555,0
254,0
1743,0
1669,0
2345,0
533,750
1056,0
965,350
2133,0
192,0
3485,0
4011,1225
1541,1337
3910,0
2146,0
3126,0
2711,1225
1665,1225
1445,0
1262,0
933,0
2486,1225
1801,0
3077,0
9,0
1564,0
713,0
471,0
2714,0
3783,0
2325,0
1187,0
4013,0
688,0
837,0
3376,0
3828,0
401,1750
409,2150
3299,5400
880,9837
891,7725
400,350
1744,9300
880,9837
474,600
2437,1225
2744,6775
1456,1725
1462,3350
924,11450
3954,1850
1757,1225
2485,8100
1409,900
562,1550
1402,5650
989,2450
598,1337
270,6750
2808,1750
2056,2125
481,6350
461,6500
3651,5500
928,1750
3661,1800
1462,3350
893,1225
3656,6575
863,1100
3369,2400
3805,350
3785,6050
802,950
3355,2450
2191,8275
2917,0
310,5700
1542,5400
1855,1475
1498,1500
2042,1575
555,1550
3817,900
600,600
1829,1337
70,750
3681,10200
3197,2300
1245,1250
1494,1350
1899,9375
1416,1975
578,6725
618,11125
1419,12325
263,7925
236,5850
962,1750
2700,6300
2274,11350
1331,9300
2842,875
2608,1337
3549,11300
1915,8350
884,1500
3513,5800
3989,1750
2533,8375
1412,1750
753,2100
363,1975
3325,950
3474,5975
2014,2150
1782,7250
2253,10700
1068,12225
515,600
1286,5650
2826,750
1255,2375
1284,5550
603,7200
1209,0
1658,8850
3393,350
2364,5450
222,5400
1067,8675
12,250
799,900
2890,900
1889,0
2181,650
1561,6450
2244,11150
2935,8700
1032,1100
362,1550
2162,350
3755,2125
1911,1775
1588,0
1299,900
2872,350
2430,7900
2043,350
2131,0
1823,0
1090,900
807,600
1170,650
2369,600
3291,8600
3008,875
313,0
3977,0
91,5650
1276,1800
3028,0
2691,0
1562,875
598,1337
2483,0
1905,875
2769,900
2942,1550
1847,875
2029,0
2727,1750
789,0
1124,900
2541,0
2408,0
272,875
2778,0
1099,0
1749,0
2959,900
919,250
3356,900
3162,250
3947,0
983,0
1017,0
2652,0
492,0
1725,0
3756,0
1384,0
1655,0
3472,0
3532,0
842,0
2252,900
362,1550
555,1550
1119,0
1813,0
2080,0
552,2475
2373,0
3410,0
3824,0
19,0
145,0
2075,0
3595,0
3130,0
2467,0
2809,0
2107,0
360,0
3290,0
2370,0
2418,0
2696,0
3307,0
3276,0
1017,0
308,0
3720,0
957,0
667,0
3767,0
2623,0
490,0
3835,0
1615,0
854,0
1163,0
2354,0
903,0
1067,8675
